#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
0.8%	17000	169.99999999999037	404.0915138393374	1747.4994733346718	2151.590987174009	500.4187549854391	1.87e+04	1:31
0.9%	18000	179.99999999998127	527.4291052357148	1675.3893507644686	2202.8184560001837	479.769101976063	1.88e+04	1:31
0.9%	19000	189.99999999997218	474.22804701041514	1768.4515069075223	2242.6795539179375	506.41863693958436	1.88e+04	1:30
1.0%	20000	199.99999999996308	460.77230158014345	1701.4418254178456	2162.2141269979893	487.2295602647596	1.88e+04	1:30
1.1%	21000	209.99999999995399	461.2099485841027	1750.8567654766473	2212.06671406075	501.3801583961102	1.89e+04	1:30
1.1%	22000	219.9999999999449	406.20342818056656	1820.2747612948522	2226.4781894754187	521.2588865851616	1.89e+04	1:30
1.1%	23000	229.9999999999358	435.41446365990123	1818.848829464201	2254.2632931241023	520.8505528246787	1.9e+04	1:29
1.2%	24000	239.9999999999267	522.8998074042029	1708.246410534296	2231.146217938499	489.17813997200767	1.9e+04	1:29
1.2%	25000	249.9999999999176	455.13655667471176	1742.1069129998307	2197.243469674542	498.8745265778645	1.91e+04	1:29
1.3%	26000	259.99999999990854	371.3988665874878	1709.929704301766	2081.3285708892536	489.6601726044894	1.91e+04	1:29
1.4%	27000	269.99999999989944	438.5838488152911	1674.867626088218	2113.4514749035093	479.619699462976	1.91e+04	1:29
1.4%	28000	279.99999999989035	384.13546373157806	1709.482636854097	2093.618100585675	489.53214914069406	1.92e+04	1:28
1.4%	29000	289.99999999988125	381.46322680034064	1666.9838142750918	2048.4470410754325	477.3620694308847	1.92e+04	1:28
1.5%	30000	299.99999999987216	402.3268315805326	1641.944332230617	2044.2711638111496	470.1916944915059	1.92e+04	1:28
1.6%	31000	309.99999999986306	344.9332867258636	1653.8593006267663	1998.7925873526299	473.60369760880246	1.92e+04	1:28
1.6%	32000	319.99999999985397	394.0593078637612	1631.0599285571723	2025.1192364209335	467.07480672236096	1.93e+04	1:28
1.6%	33000	329.9999999998449	361.2718215020868	1687.9448327915552	2049.216654293642	483.3645243381923	1.93e+04	1:28
1.7%	34000	339.9999999998358	378.5650187661722	1723.3444736809886	2101.909492447161	493.5016628559041	1.93e+04	1:27
1.8%	35000	349.9999999998267	420.61111864188206	1667.235914968441	2087.847033610323	477.43426167873463	1.93e+04	1:27
1.8%	36000	359.9999999998176	479.51806479533843	1571.987122772729	2051.5051875680674	450.15855560170246	1.93e+04	1:27
1.9%	37000	369.9999999998085	469.6699374232703	1663.4404591714945	2133.110396594765	476.3473845188315	1.93e+04	1:27
1.9%	38000	379.9999999997994	444.9015609911585	1711.1280872774942	2156.0296482686526	490.0033448490941	1.93e+04	1:27
